,title,length,views,url,type of discourse,label
373,#Feminista ¿Quién es verdadera feminista para mi? #aboga2 #custodiacompartida #mujer #mujeresfuertes,29,18301,https://www.youtube.com/watch?v=GKp2C_ZkrI8,speech,hate
374,¿Qué son los micromachismos?,58,442,https://www.youtube.com/watch?v=LcFGlzOyDPU,speech,non-hate
375,¿Los hombres pueden MENSTRUAR? 🩸👀 Lo que dice Google 🥴,60,314353,https://www.youtube.com/watch?v=1DQrjCM0yEI,debate,hate
376,El hate en las redes a la gente transexual,42,5967,https://www.youtube.com/watch?v=c8LmUBNWaqs,speech,non-hate
377,Nunca subestimen el poder de una mujer!! Este hombre es un machista duda de la Dra. #novelas #drama,39,1551958,https://www.youtube.com/watch?v=v2vxM_ruMRo,debate,non-hate
378,Machismo o psicosis #machista #esquizofrenia #psicologia #psicologia,58,703,https://www.youtube.com/watch?v=n2llVTC6nyw,speech,non-hate
379,"Irene Montero, sobre la gestación subrogada: ""No es legal en #España"" #shorts",24,35603,https://www.youtube.com/watch?v=hMk8PtHfG38,informative,non-hate
380,Me siento un perro #genero #fluido #carencia #emociona #autoestimaalta #muje #lucescamarasaccion #me,49,2380,https://www.youtube.com/watch?v=zTqcTKdVMAE,speech,hate
381,La esposa de Kicillof se enojó porque no puede hablar con la E #BuenosAires #Letras #Genero #Conicet,51,512383,https://www.youtube.com/watch?v=DtGde4q0kDE,informative,non-hate
382,El PRIVILEGIO DE SER HOMBRE,59,246228,https://www.youtube.com/watch?v=5jZTIXLaaOE,debate,hate
383,MICROMACHISMOS,57,274,https://www.youtube.com/watch?v=oACTaFWGhOg,speech,hate
384,NO ES UN PRIVILEGIO SER HOMBRE,45,20248,https://www.youtube.com/watch?v=6VMl5TdGfDw,reponse,hate
385,🚨El FIN de ESPAÑA 🚨 La Baja por Regla Dolorosa,59,28,https://www.youtube.com/watch?v=lO-VPdYCHFY,speech,hate
386,ME AMENAZÓ UN ALIADE.,296,172651,https://www.youtube.com/watch?v=6x2vd9wBnaE,debate,hate
387,LA MASCULINIDAD TÓXICA NO EXISTE #shorts,11,18311,https://www.youtube.com/watch?v=oJLNswixtPc,speech,hate
388,Tenemos la versión femenina milenial de Willy Toledo #progre #orgullo,50,8268,https://www.youtube.com/watch?v=M5J4_oeLh2w,interview,hate
389,Ángela Ponce habla sobre su transición en Querido Hater,59,110567,https://www.youtube.com/watch?v=6oSEBiOCx0I,debate,non-hate
390,🏳️‍🌈🏳‍⚧ Solo Luis!,56,1336,https://www.youtube.com/watch?v=bVny56gAFKs,speech,non-hate
391,"“Le puso 50 millones de cachos”, Niurka Marcos sobre #WilliamLevy y Elizabeth | #elgordoylaflaca",55,2717612,https://www.youtube.com/watch?v=aeadeQ4adv4,interview,hate
392,Samantha Hudson es un aboga por la p3rversi0n #feminismo #perversion #feminista,59,349744,https://www.youtube.com/watch?v=jHg44OWsbVQ,speech,hate
393,Doble moral… #critica #social #españa #feminismo #género #desigualdad #machismo,43,1707,https://www.youtube.com/watch?v=WVFPfbN37IU,speech,hate
394,No binarie💛🤍💜🖤 #lgbt #nobinarie #nonbinary #shorts #shortsviral #viral #viralvideo #viralshorts,42,254,https://www.youtube.com/watch?v=FNr5qXWzlLk,speech,non-hate
395,#MINISTERIO DE #IGUALDAD #GENERO #IRENE #MONTERO #LOVE #SHORTS #HUMOR #RISAS,15,2041,https://www.youtube.com/watch?v=UQlz9uUTSsQ,debate,hate
396,"El ""patriarcado"" y las mujeres #patriarcado #feminismo #economia #politica #liberalismo",21,10098,https://www.youtube.com/watch?v=ZqaRLzDdstg,debate,hate
397,Los Horóscopos y su Influencia en el Mundo Emocional #temach #mujeres #ciencia,46,8755,https://www.youtube.com/watch?v=uBwYQSAsPTo,debate,hate
398,Los micromachismos son el verdadero problema,58,24539,https://www.youtube.com/watch?v=Rvo8PYb_0cw,interview,hate
399,Yo me identifico con genero no binario💤,35,37265,https://www.youtube.com/watch?v=5Kqu-2AV8oI,speech,hate
400,No soy Feminista #feministas #meme #funny #love #fypシ #noticias #trending #viral,56,3611,https://www.youtube.com/watch?v=d-H2OQEE9e0,speech,hate
401,¿Cómo afecta la ansiedad a nuestra sexualidad? Todo en el episodio de algrano. #mujeresempoderadas,26,426,https://www.youtube.com/watch?v=xUwXK9bLJ_o,interview,non-hate
402,Crimen en #Moratalaz: fue violencia machista,58,6006,https://www.youtube.com/watch?v=wOtf38pFhuU,speech,non-hate
403,#newderecha #libertad #ideologiadegenero #faminismo #hembrismo #politica #hombres #mujeres #idiotas,59,1947,https://www.youtube.com/watch?v=Xc6uHhYtDAY,speech,hate
404,LA HIPOCRESÍA de Jennifer Lawrence en Los Juegos del Hambre,60,4170,https://www.youtube.com/watch?v=rxCaJ_MndOs,interview,hate
405,🦄 RIDICULO 👀 FEMINISTA HUMILLADA EN DIRECTO EN LA SEXTA #shorts #feminista #igualdad #lgtbi #lasexta,51,78,https://www.youtube.com/watch?v=DI6Wc95746M,debate,hate
406,¿Género machista? 🤔 #moluscotv #cortosdemoluscotv #lasista #shorts,60,1453,https://www.youtube.com/watch?v=YxVM7aX84Gk,speech,non-hate
407,La junta directiva de amigas feministas #redpill #podcast #feminismo,54,155662,https://www.youtube.com/watch?v=RsrebQRPbDU,debate,hate
408,HOMBRES vs MUJERES,47,366139,https://www.youtube.com/watch?v=vxwa4hk3-IU,interview,non-hate
409,"María Jesús Botella: ""La brecha salarial no es por ser hombre o mujer"" | España",55,3254,https://www.youtube.com/watch?v=oewzTtaZTeE,debate,non-hate
410,Las Mujeres somos Capaces de salir adelante Solas #caraacara #8m #shorts #mujeresempoderadas,31,1420,https://www.youtube.com/watch?v=GSWcXkEkPzY,interview,non-hate
411,Nuevos roles de género,57,1341,https://www.youtube.com/watch?v=tyg2-2mn0t4,debate,non-hate
412,Ángel Martín sobre el FEMINISMO y MACHISMO en España 🧨🧨🧨,59,24281,https://www.youtube.com/watch?v=rn6PRrD52aI,speech,non-hate
413,EL SUFRIMIENTO POR SER MUJER #carlagaleote #feministas #cortos,46,35033,https://www.youtube.com/watch?v=mtIXWuRztXQ,speech,hate
414,¿Esto es GORDOFOBIA? 🥵,60,1817,https://www.youtube.com/watch?v=QHK3prVTN6U,response,hate
415,La PÉRDIDA de la masculinidad tiene un origen. #guerra #arte #ronin #masculinidad #hombres,54,4478,https://www.youtube.com/watch?v=zeFqmKn_IIc,speech,non-hate
416,Lenguaje INCLUSIVO!!! #shorts #youtube #mujer #hombre #igualdad #tonterias,43,5268,https://www.youtube.com/watch?v=TZJPW-5CLk0,speech,hate
417,Como ser empatico rompiendo con los roles de genero. Ep completo en #youtube #pareja #millennials,35,449,https://www.youtube.com/watch?v=VuObcE5tRK0,debate,non-hate
418,Combatiendo los estereotipos de género  La masculinidad y la feminidad,30,993,https://www.youtube.com/watch?v=NCsI0vP8uYA,interview,hate
419,¿QUÉ ES EL PATRIARCADO? #shorts,12,17685,https://www.youtube.com/watch?v=w756IlR4n9k,speech,hate
420,EL PRIVILEGIO DE SER HOMBRE,34,1653,https://www.youtube.com/watch?v=2oi9ZVOsNlo,interview,hate
421,¿Qué es el patriarcado? #masculinidad #patriarcado #nuevamasculinidad,43,82,https://www.youtube.com/watch?v=1fC2Owe51bs,debate,non-hate
422,Yo soy una mujer🏳️‍🌈 #personastrans #transgenero #mujertrans,16,4801,https://www.youtube.com/watch?v=PLYaay6gMcY,response,non-hate
423,Mundo Machista🤬 #shorts #podcast,14,123,https://www.youtube.com/watch?v=ldikcmNsSNo,speech,non-hate
424,El impacto de los roles de género en las redes sociales,52,101,https://www.youtube.com/watch?v=VHU472kX4C4,speech,hate
425,👨‍👩‍👦 ¿Es el modelo familiar islámico PATRIARCAL? #familia #feminismo #pareja #islam,60,10012,https://www.youtube.com/watch?v=EQ72WthRWA0,speech,non-hate
426,illojuan machista,9,854,https://www.youtube.com/watch?v=FnrV3qonhY8,informative,hate
427,Tr4ns te dice lo que te tiene que gustar #trans #lgtb #hombres #short,30,5723,https://www.youtube.com/watch?v=IpmlRlikzik,response,hate
428,BAJA PAGADA POR REGLA.,42,2423,https://www.youtube.com/watch?v=1umXhZvDEbU,informative,non-hate
429,"Feminista define qué es ""no binario""",25,14455,https://www.youtube.com/watch?v=WD-DheD1zfY,informative,non-hate
430,🚨 Los roles de género de antes VS ahora #ponchodenigris #rolesdegenero,60,2492,https://www.youtube.com/watch?v=L_TpIcvz0_c,speech,non-hate
431,Resentimiento heredado de sus madres #redpill #feminismo #machismo,55,87948,https://www.youtube.com/watch?v=HxYgFsOJpeY,speech,non-hate
432,Psicologa revela datos interesantes sobre el engaño  #podcast #mujeres #psicologia,25,11883,https://www.youtube.com/watch?v=8u1t7IIOtLM,debate,non-hate
433,DEBATE FEMINISTA #feminismo #debate #worldcast #podcast #patriarcado,54,44392,https://www.youtube.com/watch?v=9dKCS7msmcE,debate,hate
434,No LIGO por ser GORDA | #feminismo #machismo #gordofobia,24,1058065,https://www.youtube.com/watch?v=Bda1Ttox9mQ,parody,hate
435,#sexualidad #energía #masculino #femenino #culpa #genero #diversidad #podcast #entrevista #sanar,35,1303,https://www.youtube.com/watch?v=3pILxqQbqpg,debate,non-hate
436,"O eres machista, o eres feminista (quieras o no)",42,8815,https://www.youtube.com/watch?v=X2NEBrCmlRg,informative,non-hate
437,Cómo evitar los estereotipos de género  Rompiendo barreras y construyendo igualdad,35,440,https://www.youtube.com/watch?v=8TNjglKFsYQ,speech,hate
438,¡Este es el  REGALO que nos da la MENOPAUSIA!,40,94175,https://www.youtube.com/watch?v=A5Cb5-QoM78,speech,non-hate
439,Así creen que se verán las Mujeres si van al Gym 🙄 - Lo Mejor del Gimnasio & Fitness,17,19381423,https://www.youtube.com/watch?v=9IWgEYR24WI,speech,hate
440,Qué son los roles de género 🤔 #estereotipos #genero #hombre #mujer #sociedad,60,245,https://www.youtube.com/watch?v=5lUxXJFxEGE,debate,non-hate
441,"🧠 ""El cerebro cambia MUCHÍSIMO en la maternidad"" 🤰",39,3735,https://www.youtube.com/watch?v=iWRkupbkq1I,speech,non-hate
442,Riesgos de hombres y mujeres #igualdad #feminismo #machismo #genero #rolesdegenero #actualidad,54,289,https://www.youtube.com/watch?v=8cfimlD_FUU,response,hate
443,"Giuliana Caccia: el género no está avanzando, se creen una élite intelectual superior. #ONU",55,82,https://www.youtube.com/watch?v=_ra6eL7gNOM,debate,non-hate
